half,disk,layer,zone,con,tr,chipid,dx,dy,dz,dRx,dRy,dRz
0,1,3,1,2,15,119,0.0724907,-0.0676099,-0.0539307,0,0,0
0,1,3,1,1,0,120,0.0802469,-0.0659584,-0.0410983,0,0,0
0,1,3,1,1,1,121,0.0766009,-0.0655472,-0.0411,0,0,0
0,1,3,1,1,2,122,0.073896,-0.0665337,-0.0427139,0,0,0
0,1,3,1,0,5,123,0.0827505,-0.0705432,-0.0621503,0,0,0
0,1,3,1,0,6,124,0.0793374,-0.0698769,-0.0541126,0,0,0
0,1,3,1,0,7,125,0.0755761,-0.0663371,-0.030834,0,0,0
0,1,3,0,2,17,126,0.0798182,-0.0712435,-0.0618929,0,0,0
0,1,3,0,2,16,127,0.0771329,-0.0701491,-0.0507034,0,0,0
0,1,3,0,2,15,128,0.0762725,-0.0696329,-0.0516514,0,0,0
0,1,3,0,1,0,129,0.0820613,-0.0723548,-0.06187,0,0,0
0,1,3,0,1,1,130,0.079125,-0.0715871,-0.0595293,0,0,0
0,1,3,0,1,2,131,0.0759118,-0.0693051,-0.0478959,0,0,0
0,2,4,0,0,5,132,0.0935976,-0.061714,0.116159,0,0,-9.89811e-17
0,2,4,0,0,6,133,0.0960247,-0.0606032,0.13112,0,0,-9.52954e-17
0,2,4,3,3,22,134,0.102592,-0.0571406,0.0674663,0,0,-9.37627e-17
0,2,4,3,3,21,135,0.103125,-0.0562552,0.0904923,0,0,-1.00842e-16
0,2,5,3,3,22,136,0.0555971,-0.0664728,0.122799,0,0,0
0,2,5,3,3,21,137,0.0518735,-0.0668924,0.111471,0,0,0
0,2,5,0,0,5,138,0.0626463,-0.0736543,0.0916794,0,0,0
0,2,5,0,0,6,139,0.0616911,-0.0741466,0.0786086,0,0,0
0,2,4,0,1,0,140,0.106865,-0.0536394,0.106721,0,0,-9.96562e-17
0,2,4,0,1,1,141,0.105123,-0.0531552,0.114477,0,0,-1.01218e-16
0,2,4,0,1,2,142,0.101103,-0.0541437,0.107112,0,0,-1.04995e-16
0,2,4,0,2,17,143,0.0990069,-0.0554343,0.109484,0,0,-9.99202e-17
0,2,4,0,2,16,144,0.0992174,-0.054948,0.12528,0,0,-1.00938e-16
0,2,4,0,2,15,145,0.0970478,-0.0572304,0.120616,0,0,-1.05706e-16
0,2,4,1,2,17,146,0.0960513,-0.0545836,0.119147,0,0,-9.97235e-17
0,2,4,1,2,16,147,0.097406,-0.0553442,0.117134,0,0,-1.01504e-16
0,2,4,1,2,15,148,0.0981009,-0.0552233,0.129719,0,0,-1.03032e-16
0,2,4,2,0,5,149,0.100269,-0.0550307,0.116434,0,0,-9.46202e-17
0,2,4,2,0,6,150,0.100993,-0.0548756,0.120752,0,0,-1.00344e-16
0,2,4,2,0,7,151,0.100049,-0.061938,0.0889712,0,0,-9.96774e-17
0,2,4,2,1,0,152,0.0869165,-0.054195,0.110789,0,0,-9.60068e-17
0,2,4,2,1,1,153,0.0901795,-0.054291,0.117205,0,0,-1.02577e-16
0,2,4,2,1,2,154,0.0942355,-0.0580892,0.106419,0,0,-1.01231e-16
0,2,4,3,1,0,155,0.108626,-0.0512934,0.0698942,0,0,-9.61716e-17
0,2,4,3,1,1,156,0.105581,-0.0497138,0.103832,0,0,-1.01069e-16
0,2,4,3,1,2,157,0.104627,-0.0504557,0.103726,0,0,-9.77795e-17
0,2,4,3,2,17,158,0.101206,-0.0572565,0.0675108,0,0,-9.59551e-17
0,2,4,3,2,16,159,0.100674,-0.0560837,0.0920236,0,0,-1.01489e-16
