half,disk,layer,zone,con,tr,chipid,dx,dy,dz,dRx,dRy,dRz,dxErr,dyErr,dzErr,dRxErr,dRyErr,dRzErr,dxPull,dyPull,dzPull,dRxPull,dRyPull,dRzPull
0,1,2,1,2,17,90,0.0335371,0.0131173,-0.0270764,0,0,-9.90607e-17,0.000124428,0.000125079,0.000191014,0,0,2.57589e-06,0.0670742,0.0262346,-0.0541528,0,0,-9.90607e-15
0,1,2,1,2,16,91,0.0327159,0.0100802,-0.0515954,0,0,-1.00557e-16,0.000124539,0.000128699,0.000259877,0,0,4.72083e-06,0.0654318,0.0201604,-0.103191,0,0,-1.00557e-14
0,1,2,1,2,15,92,0.031316,0.00765432,-0.0590821,0,0,-9.84401e-17,0.000124922,0.000148487,0.000441635,0,0,9.10074e-06,0.062632,0.0153086,-0.118164,0,0,-9.84401e-15
0,1,2,2,0,5,93,0.0334305,0.0132219,-0.0276428,0,0,-1.0093e-16,0.00012452,0.000125087,0.000192653,0,0,2.61264e-06,0.0668611,0.0264437,-0.0552855,0,0,-1.0093e-14
0,1,2,2,0,6,94,0.0323128,0.0129871,-0.0284579,0,0,-1.01944e-16,0.000124739,0.000128594,0.000260635,0,0,4.71788e-06,0.0646256,0.0259743,-0.0569159,0,0,-1.01944e-14
0,1,2,2,0,7,95,0.0310903,0.0118233,-0.0305276,0,0,-1.00315e-16,0.000125539,0.000148359,0.000446811,0,0,8.94202e-06,0.0621806,0.0236466,-0.0610553,0,0,-1.00315e-14
0,1,2,2,1,0,96,0.0412459,0.00992944,-0.0682177,0,0,-9.57466e-17,0.000125936,0.000125336,0.000291388,0,0,4.32584e-06,0.0824919,0.0198589,-0.136435,0,0,-9.57466e-15
0,1,2,2,1,1,97,0.0376044,0.0124275,-0.0321225,0,0,-1.03287e-16,0.000126033,0.00012773,0.000311372,0,0,6.16855e-06,0.0752089,0.0248549,-0.0642451,0,0,-1.03287e-14
0,1,2,2,1,2,98,0.0357874,0.0116943,-0.0315923,0,0,-1.01137e-16,0.000130512,0.000152427,0.000571005,0,0,1.34919e-05,0.0715748,0.0233887,-0.0631846,0,0,-1.01137e-14
0,1,2,2,2,17,99,0.0413876,0.00673061,-0.0651695,0,0,-9.98865e-17,0.000127641,0.000125332,0.000297281,0,0,4.99344e-06,0.0827753,0.0134612,-0.130339,0,0,-9.98866e-15
