half,disk,layer,zone,con,tr,chipid,dx,dy,dz,dRx,dRy,dRz,dxErr,dyErr,dzErr,dRxErr,dRyErr,dRzErr,dxPull,dyPull,dzPull,dRxPull,dRyPull,dRzPull
0,1,2,0,2,16,82,0.0570769,-0.0223655,-0.0382339,0,0,-9.86727e-17,0.000117216,0.000117747,0.000277934,0,0,6.06243e-06,0.114154,-0.0447311,-0.0764678,0,0,-9.86728e-15
0,1,2,0,2,15,83,0.0532569,-0.0240646,-0.0429797,0,0,-9.92918e-17,0.00012271,0.000130844,0.000437691,0,0,1.11375e-05,0.106514,-0.0481291,-0.0859594,0,0,-9.92918e-15
0,1,2,1,0,5,84,0.0598744,-0.0177833,-0.0407246,0,0,-9.73303e-17,0.000114667,0.000115224,0.000198781,0,0,3.34374e-06,0.119749,-0.0355666,-0.0814492,0,0,-9.73304e-15
0,1,2,1,0,6,85,0.0574631,-0.0171069,-0.0392269,0,0,-9.98271e-17,0.000114902,0.000116619,0.000230525,0,0,4.76379e-06,0.114926,-0.0342138,-0.0784538,0,0,-9.98271e-15
0,1,2,1,0,7,86,0.0553706,-0.0180572,-0.0410502,0,0,-1.01372e-16,0.00011663,0.000125328,0.000347607,0,0,8.06428e-06,0.110741,-0.0361145,-0.0821004,0,0,-1.01372e-14
0,1,2,1,1,0,87,0.0618534,-0.0204568,-0.0421072,0,0,-1.00667e-16,0.000113958,0.000115392,0.000181648,0,0,3.33421e-06,0.123707,-0.0409135,-0.0842144,0,0,-1.00667e-14
0,1,2,1,1,1,88,0.0599027,-0.0199908,-0.0402363,0,0,-1.0039e-16,0.000114276,0.000118791,0.000250623,0,0,5.54757e-06,0.119805,-0.0399815,-0.0804725,0,0,-1.0039e-14
0,1,2,1,1,2,89,0.0572192,-0.0210525,-0.0420846,0,0,-1.01275e-16,0.000115584,0.000139282,0.000447585,0,0,1.08882e-05,0.114438,-0.0421051,-0.0841692,0,0,-1.01275e-14
0,1,2,1,2,17,90,0.0576709,-0.0219388,-0.0440467,0,0,-9.97185e-17,0.000113793,0.000115401,0.000174891,0,0,3.17067e-06,0.115342,-0.0438776,-0.0880935,0,0,-9.97185e-15
0,1,2,1,2,16,91,0.0569395,-0.023939,-0.0592103,0,0,-1.01186e-16,0.000113954,0.000118888,0.000244775,0,0,5.57954e-06,0.113879,-0.0478779,-0.118421,0,0,-1.01186e-14
0,1,2,1,2,15,92,0.0555906,-0.0253188,-0.0606978,0,0,-9.95799e-17,0.000114544,0.000138736,0.000426643,0,0,1.10048e-05,0.111181,-0.0506376,-0.121396,0,0,-9.958e-15
0,1,2,2,0,5,93,0.0576867,-0.0218582,-0.0452232,0,0,-1.00936e-16,0.000113914,0.000115444,0.000180009,0,0,3.14922e-06,0.115373,-0.0437164,-0.0904464,0,0,-1.00936e-14
0,1,2,2,0,6,94,0.0566321,-0.0220736,-0.0440464,0,0,-1.02463e-16,0.000114189,0.000119017,0.000251221,0,0,5.63419e-06,0.113264,-0.0441473,-0.0880929,0,0,-1.02463e-14
0,1,2,2,0,7,95,0.0554728,-0.0231393,-0.0436905,0,0,-1.01165e-16,0.000115248,0.000138935,0.000435168,0,0,1.09278e-05,0.110946,-0.0462786,-0.0873809,0,0,-1.01165e-14
0,1,2,2,1,0,96,0.0647982,-0.0236574,-0.0667959,0,0,-9.6821e-17,0.000114733,0.000115385,0.000207903,0,0,3.29831e-06,0.129596,-0.0473147,-0.133592,0,0,-9.6821e-15
0,1,2,2,1,1,97,0.0621614,-0.0221681,-0.0459584,0,0,-1.03931e-16,0.000114612,0.00011639,0.000216976,0,0,4.65924e-06,0.124323,-0.0443362,-0.0919168,0,0,-1.03931e-14
