half,disk,layer,zone,con,tr,chipid,dx,dy,dz,dRx,dRy,dRz
0,0,1,1,0,6,58,0.00378991,-0.0286151,-0.0520023,-0,0,-0
0,0,1,1,0,7,59,0.00622423,-0.0295647,-0.0694182,-0,0,-0
0,0,1,0,2,17,60,-0.00166497,-0.0300267,-0.0443684,-0,0,-0
0,0,1,0,2,16,61,0.00147591,-0.030042,-0.0583785,-0,0,-0
0,0,1,0,2,15,62,0.00436375,-0.0300597,-0.0686731,-0,0,-0
0,0,1,0,1,0,63,0.0459037,-0.0376774,0.0004,-0,0,-0
0,0,1,0,1,1,64,0.00847886,-0.0299104,-0.0602817,-0,0,-0
0,0,1,0,1,2,65,0.00762572,-0.028367,-0.0639524,-0,0,-0
0,1,2,0,0,5,66,0.0538913,-0.0378316,-0.0365099,-0,6.84228e-49,-9.96129e-17
0,1,2,0,0,6,67,0.050974,-0.0385294,-0.0486439,-0,6.84228e-49,-1.00166e-16
0,1,2,3,1,0,68,0,2.22045e-16,-0.0004,-0,0,-0
0,1,2,3,1,1,69,0.0685975,-0.0393049,-0.064563,-0,6.84228e-49,-9.95794e-17
0,1,2,3,2,17,70,0.0741446,-0.0422721,-0.0790429,-0,6.84228e-49,-8.27575e-17
0,1,2,3,2,16,71,0.0707724,-0.0416119,-0.0730357,-0,3.42114e-49,-8.60167e-17
0,1,3,3,2,17,72,0.00938755,-0.0448864,-0.0262946,-0,0,-0
0,1,3,3,2,16,73,0.0063879,-0.0448056,-0.0423159,-0,0,-0
0,1,3,3,1,0,74,0.00990531,-0.042919,-0.0325252,-0,0,-0
0,1,3,3,1,1,75,0.00615394,-0.0443085,-0.053665,-0,0,-0
0,1,3,0,0,5,76,0.00998921,-0.0484494,-0.0726168,-0,0,-0
0,1,3,0,0,6,77,0.00868921,-0.0483832,-0.0727219,-0,0,-0
0,1,2,0,1,0,78,0.0565413,-0.0374591,-0.0372794,-0,6.84228e-49,-9.89465e-17
0,1,2,0,1,1,79,0.0548195,-0.0376238,-0.0455556,-0,6.84228e-49,-1.00572e-16
0,1,2,0,1,2,80,0.0533475,-0.0378482,-0.0426026,-0,0,-9.44975e-17
0,1,2,0,2,17,81,0.0635205,-0.0345885,-0.0367335,-0,6.84228e-49,-9.76349e-17
0,1,2,0,2,16,82,0.0599056,-0.034296,-0.0391981,-0,0,-1.00586e-16
0,1,2,0,2,15,83,0.0559739,-0.0361207,-0.0447139,-0,6.84228e-49,-1.01732e-16
0,1,2,1,0,5,84,0.0628145,-0.0297078,-0.0406726,-0,6.84228e-49,-9.90954e-17
0,1,2,1,0,6,85,0.0603203,-0.0289488,-0.0396624,-0,6.84228e-49,-1.0183e-16
0,1,2,1,0,7,86,0.058135,-0.0300281,-0.0417927,-0,-6.84228e-49,-1.02917e-16
0,1,2,1,1,0,87,0.0647795,-0.0324814,-0.0424896,-0,1.36846e-48,-1.02037e-16
0,1,2,1,1,1,88,0.0626862,-0.0319173,-0.0399737,-0,-6.84228e-49,-1.00857e-16
0,1,2,1,1,2,89,0.0600205,-0.033062,-0.0425023,-0,0,-1.02779e-16
0,1,2,1,2,17,90,0.0605699,-0.0339448,-0.0445504,-0,0,-1.00907e-16
0,1,2,1,2,16,91,0.0597903,-0.0359052,-0.0592578,-0,-6.84228e-49,-1.01573e-16
0,1,2,1,2,15,92,0.0584452,-0.0373893,-0.0613838,-0,0,-1.00393e-16
0,1,2,2,0,5,93,0.0605951,-0.0339117,-0.0459248,-0,6.84228e-49,-1.01027e-16
0,1,2,2,0,6,94,0.0595163,-0.0340927,-0.0443876,-0,-6.84228e-49,-1.02585e-16
0,1,2,2,0,7,95,0.0583601,-0.0351984,-0.0442783,-0,-6.84228e-49,-1.02049e-16
0,1,2,2,1,0,96,0.0676498,-0.0357256,-0.0675272,-0,0,-9.63296e-17
0,1,2,2,1,1,97,0.0650374,-0.0342385,-0.0466994,-0,0,-1.03379e-16
0,1,2,2,1,2,98,0.0631526,-0.0346773,-0.0437199,-0,-6.84228e-49,-1.01125e-16
0,1,2,2,2,17,99,0.0313998,-0.0581151,-0.0004,-0,0,-0
0,1,2,2,2,16,100,0.0660088,-0.0388718,-0.0575404,-0,1.36846e-48,-1.02615e-16
0,1,2,2,2,15,101,0.0638564,-0.0382812,-0.0525772,-0,0,-1.004e-16
0,1,2,3,0,5,102,0,2.22045e-16,-0.0004,-0,0,-0
0,1,2,3,0,6,103,0,0,-0.0004,-0,0,-0
0,1,2,3,0,7,104,-8.88178e-16,0,-0.0004,-0,0,-0
0,1,3,3,0,5,105,0.0101623,-0.0461302,-0.0398939,-0,0,-0
0,1,3,3,0,6,106,0.00791327,-0.046971,-0.0576875,-0,0,-0
0,1,3,3,0,7,107,0.00726886,-0.046613,-0.0526883,-0,0,-0
0,1,3,2,2,17,108,0.0183647,-0.0465216,-0.0438389,-0,0,-0
0,1,3,2,2,16,109,0.0149616,-0.0458978,-0.0500412,-0,0,-0
0,1,3,2,2,15,110,0.00926935,-0.0482899,-0.0610658,-0,0,-0
0,1,3,2,1,0,111,0.0162489,-0.0450652,-0.046383,-0,0,-0
0,1,3,2,1,1,112,-0.25576,-0.293988,0.308897,-0,0,-0
